# Para traducir los marcadores <FUL:ENDO> de los textos del juego.
# clave = el apellido en romaji en mayusculas, que es lo que
# el marcador lleva dentro. Lo genera
# herramientas/construir_marcadores.py (NOTAS O-98).
clave,tipo,completo,nombre,apellido
MITO ATOMI,persona,Hilary Prentice,,
MITO KUNIMITSU,persona,Creed Wrighter,,
MITO SHO,persona,Jacques Cinquini,,
MITOATOMI,persona,Hilary Prentice,,
MITOKUNIMITSU,persona,Creed Wrighter,,
MITOMI,persona,DE WILD,,
MITOMI MIKA,persona,Calla de Wild,,
MITOMIMIKA,persona,Calla de Wild,,
MITON,persona,Holly,Holly,Holly
MITOSHO,persona,Jacques Cinquini,,
MITRA,persona,Mitra,,
MITRA JESHU,persona,Mitra Jeshu,,
MITRAJESHU,persona,Mitra Jeshu,,
MITSU,persona,Apia Crownwell,Apia,Crownwell
MITSUBA,persona,Searcher,,
MITSUHA,persona,SEARCHER,,
MITSUHA AOI,persona,Saul Searcher,,
MITSUHAAOI,persona,Saul Searcher,,
MITSUI,persona,,,
MITSUI SOTA,persona,Troi Dryer,,
MITSUISOTA,persona,Troi Dryer,,
MITSUKI,persona,,,
MITSUKI ATSUSHI,persona,Callum Biddy,,
MITSUKIATSUSHI,persona,Callum Biddy,,
MITSUMARU,persona,HOOPETT,,
MITSUMARU TAMAKO,persona,Cornelia Hoopett,,
MITSUMARUTAMAKO,persona,Cornelia Hoopett,,
MITSUMUNE,persona,,,
MITSUMUNE DAN,persona,Dan Mirthful,,
MITSUMUNEDAN,persona,Dan Mirthful,,
MITSURU,persona,Star,Star,Star
MITSURU Y HIKARU,persona,Philip y Lucas,,
MITSURUYHIKARU,persona,Philip y Lucas,,
MITSUSHIMA,persona,,,
MITSUSHIMA RYUSUKE,persona,Urson Brown,,
MITSUSHIMARYUSUKE,persona,Urson Brown,,
MITSUYAMA,persona,,,
MITSUYAMA HEI,persona,Cyrus Veil,,
MITSUYAMAHEI,persona,Cyrus Veil,,
MITSUYOSHI,persona,Millennium,Millennium,Millennium
MITSUYOSHI YOZAKURA,persona,Maxim Millennium,Maxim,Millennium
MITSUYOSHIYOZAKURA,persona,Maxim Millennium,Maxim,Millennium
MITYA,persona,Eremin,Eremin,Eremin
MITYA EREMIN,persona,Mitya Eremin,Mitya,Eremin
MITYAEREMIN,persona,Mitya Eremin,Mitya,Eremin
MIU,persona,Chattsley,,
MIWA,persona,,,
MIWA HOSHIHI,persona,Trixy Wonder,,
MIWAHOSHIHI,persona,Trixy Wonder,,
MIYA,persona,,,
MIYA TARAO,persona,Snorri Sloth,,
MIYABI,persona,Lioran Reyes,Lioran,Reyes
MIYABINA,persona,,,
MIYABINA REIKA,persona,Celina Lavelle,,
MIYABINAREIKA,persona,Celina Lavelle,,
MIYABINO,persona,,,
MIYABINO REIICHI,persona,Preston Princeton,,
MIYABINOREIICHI,persona,Preston Princeton,,
MIYACHI,persona,,,
MIYACHI HIRONARI,persona,Ringo Spinning,,
MIYACHIHIRONARI,persona,Ringo Spinning,,
MIYAGI,persona,,,
MIYAGI NISHIKI,persona,Paddy Rise,,
MIYAGINISHIKI,persona,Paddy Rise,,
MIYAIKE,persona,WANN,,
MIYAIKE SHIINA,persona,Pearl Wann,,
MIYAIKESHIINA,persona,Pearl Wann,,
MIYAKE,persona,SHEARS,,
MIYAKE RIKIMARU,persona,Rocky Shears,,
MIYAKERIKIMARU,persona,Rocky Shears,,
MIYAKITA,persona,,,
MIYAKITA AKINOBU,persona,Elias Lens,,
MIYAKITAAKINOBU,persona,Elias Lens,,
MIYAMA,persona,,,
MIYAMA AGEHA,persona,Aveline Morrin,,
MIYAMAAGEHA,persona,Aveline Morrin,,
MIYAMARU,persona,,,
MIYAMARU YASUHIKO,persona,Wayne Fluke,,
MIYAMARUYASUHIKO,persona,Wayne Fluke,,
MIYAMOTO,persona,,,
MIYAMOTO MARINA,persona,Heather Lovella,,
MIYAMOTOMARINA,persona,Heather Lovella,,
MIYANAGA,persona,,,
MIYANAGA RYUSUKE,persona,Ovie Whisker,,
MIYANAGARYUSUKE,persona,Ovie Whisker,,
MIYANE,persona,,,
MIYANE JIIN,persona,Len Grayves,,
MIYANEJIIN,persona,Len Grayves,,
MIYANO,persona,Beatriz Friebel,Beatriz,Friebel
MIYANO AKANE,persona,Beatriz Friebel,Beatriz,Friebel
MIYANOAKANE,persona,Beatriz Friebel,Beatriz,Friebel
MIYASAKA,persona,Ryan,Ryan,Ryan
MIYASAKA RYO,persona,Miles Ryan,Miles,Ryan
MIYASAKARYO,persona,Miles Ryan,Miles,Ryan
MIYATARAO,persona,Snorri Sloth,,
MIYAZAKI,persona,,,
MIYAZAKI TAIYO,persona,Spike Thorne,,
MIYAZAKITAIYO,persona,Spike Thorne,,
MIYAZONO,persona,Hillcroft,Hillcroft,Hillcroft
MIYAZONO MASAKO,persona,Terra Hillcroft,Terra,Hillcroft
MIYAZONOMASAKO,persona,Terra Hillcroft,Terra,Hillcroft
MIYONA,persona,Selene,,
MIYOSHI,persona,GLITZ,,
MIYOSHI CHAMI,persona,Berlinda Glitz,,
MIYOSHICHAMI,persona,Berlinda Glitz,,
MIZUBUCHI,persona,,,
MIZUBUCHI NASHI,persona,Neil Waters,,
MIZUBUCHINASHI,persona,Neil Waters,,
MIZUCHI,persona,Froger,,
MIZUDORI,persona,SOARSKY,,
MIZUDORI HINA,persona,Phoebe Soarsky,,
MIZUDORIHINA,persona,Phoebe Soarsky,,
MIZUGAME,persona,WATERS,,
MIZUGAME SADARU,persona,Norton Waters,,
MIZUGAMESADARU,persona,Norton Waters,,
MIZUGUCHI,persona,,,
MIZUGUCHI SEIJI,persona,Greg Bernard,,
MIZUGUCHISEIJI,persona,Greg Bernard,,
MIZUHARA,persona,,,
MIZUHARA HIRONARI,persona,Fontaine Tapper,,
MIZUHARAHIRONARI,persona,Fontaine Tapper,,
MIZUHIRA,persona,,,
MIZUHIRA MISEN,persona,Ripley Swaydon,,
MIZUHIRAMISEN,persona,Ripley Swaydon,,
MIZUKAKE,persona,,,
MIZUKAKE TOKUMITSU,persona,Lior Morrissey,,
MIZUKAKETOKUMITSU,persona,Lior Morrissey,,
MIZUKAMI,persona,,,
MIZUKAMI WATARU,persona,Kay Acker,,
MIZUKAMIWATARU,persona,Kay Acker,,
MIZUKAMIYA,persona,Reese,Reese,Reese
MIZUKAMIYA SEIRYU,persona,Acker Reese,Acker,Reese
MIZUKAMIYASEIRYU,persona,Acker Reese,Acker,Reese
MIZUKAWA,persona,Vessal,Vessal,Vessal
MIZUKAWA MINORI,persona,Glacia Vessal,Glacia,Vessal
MIZUKAWAMINORI,persona,Glacia Vessal,Glacia,Vessal
MIZUKI,persona,,,
MIZUKI MICHIKO,persona,Deanna Tam,,
MIZUKI SABURO,persona,Saburo Mizuki,,
MIZUKIMICHIKO,persona,Deanna Tam,,
MIZUKISABURO,persona,Saburo Mizuki,,
MIZUKUSA,persona,,,
MIZUKUSA HARUYUKI,persona,Gil Rivers,,
MIZUKUSAHARUYUKI,persona,Gil Rivers,,
MIZUMA,persona,,,
MIZUMA FUYO,persona,Kipper Marino,,
MIZUMAFUYO,persona,Kipper Marino,,
MIZUMAKI,persona,,,
MIZUMAKI KAIHEI,persona,Brock Twigg,,
MIZUMAKIKAIHEI,persona,Brock Twigg,,
MIZUMORI,persona,,,
MIZUMORI TATSUYA,persona,Lars Dijkstra,,
MIZUMORITATSUYA,persona,Lars Dijkstra,,
MIZUNA,persona,Verchu,Verchu,Verchu
MIZUNUMA,persona,SELIMA,,
MIZUNUMA SHIHO,persona,Cat Selima,,
MIZUNUMASHIHO,persona,Cat Selima,,
MIZUSHINA,persona,KINGSLEY,,
MIZUSHINA WASATO,persona,Leroy Kingsley,,
MIZUSHINAWASATO,persona,Leroy Kingsley,,
MIZUTA,persona,GEYSER,,
MIZUTA NAGARU,persona,Walter Geyser,,
MIZUTANAGARU,persona,Walter Geyser,,
MIZUWATARI,persona,,,
MIZUWATARI NAGARU,persona,Walter Walken,,
MIZUWATARINAGARU,persona,Walter Walken,,
MO,persona,MO,,
MOAK,persona,,,
MOAM,persona,MOORAM,,
MOANGO,persona,G'ob,G'ob,G'ob
MOBUNARI,persona,,,
MOBUNARI KAKO,persona,Moby Tidbitt,,
MOBUNARIKAKO,persona,Moby Tidbitt,,
MOCHIKI,persona,WOODWARD,,
MOCHIKI MIKIJIRO,persona,Ivo Woodward,,
MOCHIKIMIKIJIRO,persona,Ivo Woodward,,
MOCHIKO,persona,First,,
MOCHIKUNI,persona,EASTWICK,,
MOCHIKUNI TOMI,persona,Drakaina Eastwick,,
MOCHIKUNITOMI,persona,Drakaina Eastwick,,
MOCHIMARU,persona,FIRST,,
MOCHIMARU KOSHIRO,persona,Colet First,,
MOCHIMARUKOSHIRO,persona,Colet First,,
MOCHIMOTA,persona,,,
MOCHITSU,persona,Tippi y Tappa,Tippi,Tappa
MOCHITSU Y MOTARETSU,persona,Tippi y Tappa,Tippi,Tappa
MOCHITSUYMOTARETSU,persona,Tippi y Tappa,Tippi,Tappa
MOCHIZUKI,persona,,,
MOCHIZUKI YUKINOBU,persona,Chase Spoor,,
MOCHIZUKIYUKINOBU,persona,Chase Spoor,,
MODA,persona,,,
MODA SHUMA,persona,Cristensen Blance,,
MODASHUMA,persona,Cristensen Blance,,
MODELER,persona,Model,,
MODERA,persona,MODEL,,
MODERA HIROAKI,persona,Aidan Model,,
MODERAHIROAKI,persona,Aidan Model,,
MOEHA,persona,,,
MOEHA MANAKA,persona,Philippa Belle,,
MOEHAMANAKA,persona,Philippa Belle,,
MOGAMI,persona,,,
MOGAMI SHOTARO,persona,Lucien Brightside,,
MOGAMISHOTARO,persona,Lucien Brightside,,
MOGANAR,persona,MOGAN,,
MOGEI,persona,Page,Page,Page
MOGEI HAZUKI,persona,Julie Page,Julie,Page
MOGEIHAZUKI,persona,Julie Page,Julie,Page
MOGI,persona,,,
MOGI SAKITO,persona,Zachary Moore,,
MOGISAKITO,persona,Zachary Moore,,
MOHI,persona,MAHICAN,,
MOHI KANTA,persona,Punkie Mahican,,
MOHIKANTA,persona,Punkie Mahican,,
MOJA,persona,Puffet,,
MOJI,persona,Vearn,Vearn,Vearn
MOJI ATSUSHI,persona,Puffet Vearn,Puffet,Vearn
MOJIATSUSHI,persona,Puffet Vearn,Puffet,Vearn
MOKA,persona,Moka,,
MOKA RIMAKKA,persona,Moka Rimmer,,
MOKARIMAKKA,persona,Moka Rimmer,,
MOKO,persona,Greena,,
MOKU,persona,,,
MOKUMO,persona,GRASSE,,
MOKUMO MOKO,persona,Greena Grasse,,
MOKUMOMOKO,persona,Greena Grasse,,
MOKUREN,persona,,,
MOLA MOLA,persona,Sunfish,,
MOLAMOLA,persona,Sunfish,,
MOLE,persona,,,
MOME,persona,,,
MOMII,persona,CHORAL,,
MOMII CHIASA,persona,Concordia Choral,,
MOMIICHIASA,persona,Concordia Choral,,
MOMIYA,persona,BUCKET,,
MOMIYA WAKARU,persona,Fishel Bucket,,
MOMIYAWAKARU,persona,Fishel Bucket,,
MOMO,persona,Eska,,
MOMOCHI,persona,Hundertmark,Hundertmark,Hundertmark
MOMOCHI SANTA,persona,Morgan Sanders,,
MOMOCHI YUINA,persona,Juno Hundertmark,Juno,Hundertmark
MOMOCHISANTA,persona,Morgan Sanders,,
MOMOCHIYUINA,persona,Juno Hundertmark,Juno,Hundertmark
MOMOI,persona,,,
MOMOI SHOKO,persona,Aila Pavey,,
MOMOISHOKO,persona,Aila Pavey,,
MOMOKAWA,persona,PEACH,,
MOMOKAWA AI,persona,Amy Peach,,
MOMOKAWAAI,persona,Amy Peach,,
MOMOMI,persona,Peachy,,
MOMOSE,persona,BLUDD,,
MOMOSE TOKICHI,persona,Cole Bludd,,
MOMOSETOKICHI,persona,Cole Bludd,,
MOMOSONO,persona,GRIFFIN,,
MOMOSONO YORINE,persona,Leon Griffin,,
MOMOSONOYORINE,persona,Leon Griffin,,
MOMOTARO,persona,Ferrell,,
MOMOYAMA,persona,,,
MOMOYAMA GAMON,persona,Conant Ó Briain,,
MOMOYAMA MIKO,persona,Peachy Keen,,
MOMOYAMAGAMON,persona,Conant Ó Briain,,
MOMOYAMAMIKO,persona,Peachy Keen,,
MOMOZOME,persona,,,
MOMOZOME TSUKIHA,persona,Joy Seeker,,
MOMOZOMETSUKIHA,persona,Joy Seeker,,
MONARCH,persona,Larga,,
MONBETSU,persona,PEELER,,
MONBETSU TOBIHIRO,persona,Bobby Peeler,,
MONBETSUTOBIHIRO,persona,Bobby Peeler,,
MONDEN,persona,Allegri,Allegri,Allegri
MONDEN SHUNTA,persona,Jett Allegri,Jett,Allegri
MONDENSHUNTA,persona,Jett Allegri,Jett,Allegri
MONDO,persona,BRIGHTWOOD,,
MONDO KANTA,persona,Rowland Brightwood,,
MONDOKANTA,persona,Rowland Brightwood,,
MONE,persona,,,
MONICA,persona,Marfisa,,
MONICA SARA,persona,Marfisa Corsi,,
MONICASARA,persona,Marfisa Corsi,,
MONJU,persona,,,
MONJU KIICHI,persona,Bill Mumm,,
MONJUKIICHI,persona,Bill Mumm,,
MONK,persona,Monk,,
MONMA,persona,,,
MONMA SHOGO,persona,Ant Anomy,,
MONMASHOGO,persona,Ant Anomy,,
MONMON,persona,Mengmeng,,
MONOKI,persona,DRAPELEY,,
MONOKI KIZUKI,persona,Macy Drapeley,,
MONOKIKIZUKI,persona,Macy Drapeley,,
MONOKURO,persona,Sophie,,
MONONOBE,persona,SPENCER,,
MONONOBE KUROKO,persona,Sophie Spencer,,
MONONOBEKUROKO,persona,Sophie Spencer,,
MONOZU,persona,BYRNE,,
MONOZU GAI,persona,Eric Byrne,,
MONOZUGAI,persona,Eric Byrne,,
MONSTRO,persona,,,
MONY,persona,Tarling,,
MONY TARING,persona,Mony Tarling,,
MONYTARING,persona,Mony Tarling,,
MOONHORSE,persona,MOONICORN,,
MOONST,persona,Moonir,,
MOR,persona,Fauche,,
MOR FORCHO,persona,Morr Fauche,,
MOREAU,persona,MOREAU,,
MORENO,persona,Moreno,Moreno,Moreno
MORESCO,persona,GRITTI,,
MORFORCHO,persona,Morr Fauche,,
MORI,persona,,,
MORI GENKI,persona,Alfie Fine,,
MORI ISHIMATSU,persona,Buster Chopps,,
MORI SATOSHI,persona,Dexter Poine,,
MORIAGARI,persona,,,
MORIAGARI MOKO,persona,Hefton Bulk,,
MORIAGARIMOKO,persona,Hefton Bulk,,
MORIBA,persona,,,
MORIBA YOIKO,persona,Mika Upton,,
MORIBAYASHI,persona,,,
MORIBAYASHI SUSUMU,persona,Jack Lumbar,,
MORIBAYASHISUSUMU,persona,Jack Lumbar,,
MORIBAYOIKO,persona,Mika Upton,,
MORIGENKI,persona,Alfie Fine,,
MORIHISA,persona,,,
MORIHISA KANAME,persona,Clark Watcher,,
MORIHISAKANAME,persona,Clark Watcher,,
MORIISHIMATSU,persona,Buster Chopps,,
MORIKAWA,persona,,,
MORIKAWA GENTA,persona,Dirk Anlace,,
MORIKAWAGENTA,persona,Dirk Anlace,,
MORIKOSHI,persona,,,
MORIKOSHI YASUYUKI,persona,Harry Angue,,
MORIKOSHIYASUYUKI,persona,Harry Angue,,
MORIMOTO,persona,RIVERSIDE,,
MORIMOTO KAITO,persona,Walt Riverside,,
MORIMOTO RIKUTO,persona,Michael Riverside,,
MORIMOTOKAITO,persona,Walt Riverside,,
MORIMOTORIKUTO,persona,Michael Riverside,,
MORIMURA,persona,Verdure,Verdure,Verdure
MORIMURA KONOHA,persona,Trina Verdure,Trina,Verdure
MORIMURAKONOHA,persona,Trina Verdure,Trina,Verdure
MORIOKA,persona,,,
MORIOKA HIDEMI,persona,Stratos Merrill,,
MORIOKAHIDEMI,persona,Stratos Merrill,,
MORISATOSHI,persona,Dexter Poine,,
MORISHITA,persona,,,
MORISHITA KAESU,persona,Haden Seek,,
MORISHITAKAESU,persona,Haden Seek,,
MORISUGI,persona,,,
MORISUGI HISASHI,persona,Joaquín Coronado,,
MORISUGIHISASHI,persona,Joaquín Coronado,,
MORITA,persona,BRENT,,
MORITA HIDEHIRO,persona,Mark Brent,,
MORITAHIDEHIRO,persona,Mark Brent,,
MORITAKI,persona,,,
MORITAKI YASUFUMI,persona,Terry Dryden,,
MORITAKIYASUFUMI,persona,Terry Dryden,,
MORITO,persona,,,
MORITO ANKO,persona,Pradip Lurning,,
MORITOANKO,persona,Pradip Lurning,,
MORIYA,persona,,,
MORIYA MINORU,persona,Jerry Bateman,,
MORIYAMINORU,persona,Jerry Bateman,,
MORLAND,persona,MORLAND,,
MOROOKA,persona,MEG,,
MOROOKA KOMEI,persona,Nat Meg,,
MOROOKAKOMEI,persona,Nat Meg,,
MORRY,persona,,,
MOSQUITO,persona,Mosquito,,
MOSS GAR,persona,Heterocera Mothlin,,
MOSSGAR,persona,,,
MOTAI,persona,SYKES,,
MOTAI SAIKO,persona,Delia Sykes,,
MOTAISAIKO,persona,Delia Sykes,,
MOTARETSU,persona,Tippi y Tappa,Tippi,Tappa
MOTERU,persona,,,
MOTERU TOKIMATSU,persona,Eli Hoopsen,,
MOTERUTOKIMATSU,persona,Eli Hoopsen,,
MOTH,persona,Casey,,
MOTO,persona,BYKER,,
MOTO KUROSU,persona,Dirk Byker,,
MOTOCROSS,persona,Motocr.,,
MOTOKI,persona,,,
MOTOKI TADAMI,persona,Bryan Klamm,,
MOTOKITADAMI,persona,Bryan Klamm,,
MOTOKUROSU,persona,Dirk Byker,,
MOTOME,persona,Coco,,
MOTONO,persona,,,
MOTONO TSUYOSHI,persona,Morris Moore,,
MOTONOTSUYOSHI,persona,Morris Moore,,
MOTOYAMA,persona,,,
MOTOYAMA HAJIME,persona,Moe Tivation,,
MOTOYAMAHAJIME,persona,Moe Tivation,,
MOTOYASHIKI,persona,,,
MOTOYASHIKI KUKI,persona,Solan Brightmoor,,
MOTOYASHIKIKUKI,persona,Solan Brightmoor,,
MOTOYOSHI,persona,MOTOYOSHI,,
MOTOYOSHI MASAICHI,persona,Masaichi Motoyoshi,,
MOTOYOSHIMASAICHI,persona,Masaichi Motoyoshi,,
MOTSUTO,persona,,,
MOTSUTO GANJI,persona,Lysander Trimore,,
MOTSUTOGANJI,persona,Lysander Trimore,,
MOTTELMON,persona,ROQUE,,
MOUNTAIN,persona,MOUNTAIN,,
MOYANO,persona,,,
MOYANO UTSURI,persona,Morrigan Shutterly,,
MOYANOUTSURI,persona,Morrigan Shutterly,,
MOZAKI,persona,,,
MOZAKI ITARU,persona,Suno Aisu,,
MOZAKIITARU,persona,Suno Aisu,,
MOZU,persona,,,
MOZU AKITO,persona,Bob Shishker,,
MOZUAKITO,persona,Bob Shishker,,
MOZUNOHA,persona,Yarne,,
MOZUNOHA YANYE,persona,Mozun Yarne,,
MOZUNOHAYANYE,persona,Mozun Yarne,,
MR. K,persona,Mr. D,,
MR.K,persona,Mr. D,,
MU,persona,Blackloch,Blackloch,Blackloch
MUCHACHA CON RESACA,persona,Muchacha con resaca,,
MUCHACHACONRESACA,persona,Muchacha con resaca,,
MUCHACHO HAMBRIENTO,persona,Muchacho hambriento,,
MUCHACHOHAMBRIENTO,persona,Muchacho hambriento,,
MUFFLER,persona,Chief,,
MUGEN,persona,SIXSTRING,,
MUGEN KAHO,persona,Raya Sixstring,,
MUGENKAHO,persona,Raya Sixstring,,
MUGURUMA,persona,,,
MUGURUMA KYOJI,persona,Pierce Castleton,,
MUGURUMAKYOJI,persona,Pierce Castleton,,
MUHABBAT,persona,Limbo,,
MUHABBAT ZAKH,persona,Limbo Zakharov,,
MUHABBATZAKH,persona,Limbo Zakharov,,
MUHADI,persona,MASSOUD,,
MUHAMMAD,persona,Rumba,,
MUHAMMAD HAWK,persona,Rumba Mansurov,,
MUHAMMADHAWK,persona,Rumba Mansurov,,
MUHYO,persona,,,
MUHYO JO,persona,Luke Blank,,
MUHYOJO,persona,Luke Blank,,
MUJER ANSIOSA,persona,Mujer ansiosa,,
MUJER ATENTA,persona,Mujer atenta,,
MUJER BIENHUMORADA,persona,Mujer bienhumorada,,
MUJER CAZAOFERTAS,persona,Mujer cazaofertas,,
MUJER COMPRENSIVA,persona,Mujer comprensiva,,
MUJER INDECISA,persona,Mujer indecisa,,
MUJER PENSATIVA,persona,Mujer pensativa,,
MUJER RELAJADA,persona,Mujer relajada,,
MUJER TRABAJADORA,persona,Mujer trabajadora,,
MUJERANSIOSA,persona,Mujer ansiosa,,
MUJERATENTA,persona,Mujer atenta,,
MUJERBIENHUMORADA,persona,Mujer bienhumorada,,
MUJERCAZAOFERTAS,persona,Mujer cazaofertas,,
MUJERCOMPRENSIVA,persona,Mujer comprensiva,,
MUJERINDECISA,persona,Mujer indecisa,,
MUJERPENSATIVA,persona,Mujer pensativa,,
MUJERRELAJADA,persona,Mujer relajada,,
MUJERTRABAJADORA,persona,Mujer trabajadora,,
MUJURIKI,persona,Durant,Durant,Durant
MUJURIKI YUEI,persona,Starry Durant,Starry,Durant
MUJURIKIYUEI,persona,Starry Durant,Starry,Durant
MUKAI,persona,DUNNIT,,
MUKAI HIDESHI,persona,Hugh Dunnit,,
MUKAIHIDESHI,persona,Hugh Dunnit,,
MUKAINO,persona,,,
MUKAINO SEIJI,persona,Kurt O'Graphy,,
MUKAINOSEIJI,persona,Kurt O'Graphy,,
MUKAIYAMA,persona,,,
MUKAIYAMA KYOGO,persona,Maxwell Claus,,
MUKAIYAMAKYOGO,persona,Maxwell Claus,,
MUKASHINO,persona,,,
MUKASHINO OREHA,persona,Turner Newleaf,,
MUKASHINOOREHA,persona,Turner Newleaf,,
MUKATA,persona,Murdock,Murdock,Murdock
MUKATA MASARU,persona,Marvin Murdock,Marvin,Murdock
MUKATA TOMO,persona,Thomas Murdock,,
MUKATA TSUTOMU,persona,Tyler Murdock,,
MUKATAMASARU,persona,Marvin Murdock,Marvin,Murdock
MUKATATOMO,persona,Thomas Murdock,,
MUKATATSUTOMU,persona,Tyler Murdock,,
MUKUMO,persona,,,
MUKUMO TSUKIYA,persona,Manning Moon,,
MUKUMOTO,persona,,,
MUKUMOTO KEI,persona,Jim Lawrenson,,
MUKUMOTOKEI,persona,Jim Lawrenson,,
MUKUMOTSUKIYA,persona,Manning Moon,,
MUKUO,persona,,,
MUKUO RYOSUKE,persona,Keenan Brainard,,
MUKUORYOSUKE,persona,Keenan Brainard,,
MUKUTO,persona,Bones,,
MULAN,persona,MULAN,,
MULLIGAN,persona,MULLIGAN,,
MULONGO,persona,MAHLANGU,,
MUMMY,persona,Mummy,,
MUNAE,persona,Folda,,
MUNAKATA,persona,MULLER,,
MUNAKATA HIROTO,persona,Herman Muller,,
MUNAKATA KOSUKE,persona,Sean Muller,,
MUNAKATAHIROTO,persona,Herman Muller,,
MUNAKATAKOSUKE,persona,Sean Muller,,
MUNEMASA,persona,Terry Archibald,Terry,Archibald
MUNEMORI,persona,,,
MUNEMORI HIDETOSHI,persona,Mnemo Pool,,
MUNEMORIHIDETOSHI,persona,Mnemo Pool,,
MUNETADA,persona,Deimos Fobos,Deimos,Fobos
MUNETSUGU,persona,Munetsugu,,
MURABE,persona,,,
MURABE TAKAHIRO,persona,Des Igner,,
MURABETAKAHIRO,persona,Des Igner,,
MURACHI,persona,,,
MURACHI KAMINOSUKE,persona,Godfrey Shahmann,,
MURACHIKAMINOSUKE,persona,Godfrey Shahmann,,
MURAI,persona,CAGGER,,
MURAI MASACHIKA,persona,Ash Cagger,,
MURAIMASACHIKA,persona,Ash Cagger,,
MURAKAMI,persona,,,
MURAKAMI ERIKO,persona,Lana Service,,
MURAKAMI GUNKI,persona,Santelmo Phyre,,
MURAKAMIERIKO,persona,Lana Service,,
MURAKAMIGUNKI,persona,Santelmo Phyre,,
MURAKI,persona,DONCE,,
MURAKI TAKUMA,persona,Anton Donce,,
MURAKITAKUMA,persona,Anton Donce,,
MURAKOSHI,persona,,,
MURAKOSHI NORIHIRO,persona,Sym Copate,,
MURAKOSHINORIHIRO,persona,Sym Copate,,
MURALMLI,persona,Zamani,,
MURALMLI ZAMANI,persona,Melisizwe Zamani,,
MURALMLIZAMANI,persona,Melisizwe Zamani,,
MURAMASA,persona,Ash,,
MURAMATSU,persona,SQUANDER,,
MURAMATSU RYO,persona,Steve Squander,,
MURAMATSURYO,persona,Steve Squander,,
MURAMIZU,persona,THYST,,
MURAMIZU AKIRA,persona,Amelio Thyst,,
MURAMIZUAKIRA,persona,Amelio Thyst,,
MURASAKI,persona,,,
MURASAKI YOSHIHIKO,persona,Martin Blando,,
MURASAKIYOSHIHIKO,persona,Martin Blando,,
MURASHIMA,persona,,,
MURASHIMA KIRIICHIRO,persona,Buzz Cutt,,
MURASHIMAKIRIICHIRO,persona,Buzz Cutt,,
MURATA,persona,SERKELL,,
MURATA KYU,persona,Drew Serkell,,
MURATAKYU,persona,Drew Serkell,,
MURAYAMA,persona,,,
MURAYAMA SHOJI,persona,Bill Clanger,,
MURAYAMASHOJI,persona,Bill Clanger,,
MURAYASU,persona,GRANZBURN,,
MURAYASU KOSHIN,persona,Frey Granzburn,,
MURAYASUKOSHIN,persona,Frey Granzburn,,
MURAZUMI,persona,,,
MURAZUMI HAKKA,persona,Hail Homestead,,
MURAZUMIHAKKA,persona,Hail Homestead,,
MURDER 1,persona,Bloggs,,
MURDER1,persona,Bloggs,,
MURDOCH,persona,Levin Murdoch,Levin,Murdoch
MURIELA,persona,,,
MURIELA STONE,persona,Muriela Stone,,
MURIELASTONE,persona,Muriela Stone,,
MURO,persona,,,
MURO YUICHI,persona,Roland Allardyce,,
MUROBEDZI,persona,MCCARTHY,,
MUROBUSHI,persona,MARVEL,,
MUROBUSHI KYO,persona,Philip Marvel,,
MUROBUSHIKYO,persona,Philip Marvel,,
MUROI,persona,,,
MUROI HIDEKAZU,persona,Mudhi Uppindown,,
MUROIHIDEKAZU,persona,Mudhi Uppindown,,
MUROMI,persona,,,
MUROMI HIROMITSU,persona,Jakob Serveraw,,
MUROMIHIROMITSU,persona,Jakob Serveraw,,
MUROYUICHI,persona,Roland Allardyce,,
MURSHID,persona,Murshid,,
MURSHID AMIR,persona,Murshid Amir,,
MURSHIDAMIR,persona,Murshid Amir,,
MUSA,persona,Sylla,,
MUSA SYLLA,persona,Musa Sylla,,
MUSASYLLA,persona,Musa Sylla,,
MUSCLE,persona,Arnolds,,
MUSO,persona,,,
MUSO CHISEN,persona,Cary Fearless,,
MUSO TOBISUKE,persona,Dave Dreem,,
MUSOCHISEN,persona,Cary Fearless,,
MUSOTOBISUKE,persona,Dave Dreem,,
MUSTAFA,persona,MUSTAFA,,
MUSUBI,persona,Antonia Felicier,Antonia,Felicier
MUSUBU,persona,Ricemond,,
MUTEKI,persona,VALIANT,,
MUTEKI HIDEO,persona,Walter Valiant,,
MUTEKI KERITO,persona,Damon Valiant,,
MUTEKI MORITO,persona,Everard Valiant,,
MUTEKI-ONE,persona,Damon,,
MUTEKI-TWO,persona,Everard,,
MUTEKIGAHARA,persona,Atlas Strongwater,Atlas,Strongwater
MUTEKIGAHARA FUJIMARU,persona,Atlas Strongwater,Atlas,Strongwater
MUTEKIGAHARAFUJIMARU,persona,Atlas Strongwater,Atlas,Strongwater
MUTEKIHIDEO,persona,Walter Valiant,,
MUTEKIKERITO,persona,Damon Valiant,,
MUTEKIMORITO,persona,Everard Valiant,,
MUTO,persona,,,
MUTO GENZO,persona,Cinereous Slate,,
MUTO GUNPEI,persona,Armin Marshall,,
MUTO SATOSHI,persona,Ronny Metcalf,,
MUTOGENZO,persona,Cinereous Slate,,
MUTOGUNPEI,persona,Armin Marshall,,
MUTOSATOSHI,persona,Ronny Metcalf,,
MUTSU,persona,,,
MUTSU DAIGO,persona,Walter Card,,
MUTSUDAIGO,persona,Walter Card,,
MUTSUI,persona,,,
